,name,Generation,Color,Number_Of_SIM,item_price,item_brand_name
0,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
1,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
2,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
3,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
4,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
5,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
6,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
7,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
8,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
9,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
10,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
11,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
12,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
13,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
14,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
15,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
16,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
17,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
18,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
19,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
20,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
21,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
22,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
23,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
24,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
25,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
26,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
27,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
28,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
29,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
30,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
31,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
32,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
33,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
34,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
35,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
36,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
37,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
38,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
39,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
40,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
41,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
42,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
43,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
44,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
45,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
46,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
47,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
48,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
49,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
50,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
51,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
52,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
53,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
54,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
55,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
56,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
57,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
58,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
59,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
60,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
61,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
62,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
63,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
64,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
65,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
66,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
67,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
68,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
69,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
70,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
71,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
72,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
73,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
74,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
75,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
76,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
77,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
78,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
79,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
80,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
81,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
82,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
83,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
84,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
85,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
86,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
87,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
88,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
89,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
90,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
91,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
92,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
93,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
94,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
95,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
96,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
97,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
98,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
99,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
100,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
101,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
102,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
103,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
104,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
105,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
106,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
107,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
108,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
109,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
110,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
111,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
112,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
113,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
114,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
115,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
116,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
117,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
118,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
119,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
120,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
121,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
122,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
123,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
124,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
125,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
126,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
127,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
128,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
129,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
130,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
131,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
132,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
133,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
134,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
135,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
136,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
137,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
138,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
139,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
140,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
141,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
142,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
143,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
144,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
145,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
146,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
147,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
148,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
149,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
150,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
151,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
152,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
153,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
154,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
155,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
156,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
157,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
158,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
159,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
160,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
161,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
162,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
163,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
164,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
165,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
166,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
167,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
168,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
169,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
170,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
171,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
172,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
173,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
174,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
175,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
176,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
177,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
178,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
179,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
180,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
181,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
182,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
183,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
184,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
185,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
186,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
187,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
188,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
189,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
190,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
191,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
192,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
193,Apple Iphone XS With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,799.00 SAR",apple
194,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,740.00 SAR",apple
195,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Midnight Green,DUAL Physical SIM,"5,699.00 SAR",apple
196,Apple iPhone Xs Max Without FaceTime - 512GB,Silver,,,"5,698.00 SAR",apple
197,Apple iPhone Xs Max Without FaceTime - 512GB,Space Gray,6.5 Inch,,"5,596.00 SAR",apple
198,Apple Iphone XS Max With Facetime - 512 GB,Gold,4 GB Ram,Single Sim & E-Sim,"5,569.00 SAR",apple
199,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Midnight Green,Single SIM & E-SIM,"5,549.97 SAR",apple
200,Apple iPhone Xs Max Without FaceTime - 512GB,Gold,,,"5,549.00 SAR",apple
201,Apple iPhone 11 Pro Max Dual SIM with FaceTime - 64GB,4G LTE,Silver,,"5,499.00 SAR",apple
202,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,369.00 SAR",apple
203,Lamborghini 88 Tauri Dual Sim - 64GB,4G,Black/Grey,,"5,199.00 SAR",lamborghini
204,Huawei Mate RS Porsche Design Dual SIM - 256GB,4G LTE,Black,,"4,999.00 SAR",huawei
205,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Black,,,"4,999.00 SAR",samsung
206,Samsung Galaxy Z Flip Dual SIM - 256GB,4G LTE - Purple,,,"4,994.98 SAR",samsung
207,Apple iPhone Xs Without FaceTime - 256GB,Silver,,,"4,848.00 SAR",apple
208,Apple iPhone Xs Without FaceTime - 64GB,Space Gray,,,"4,799.00 SAR",apple
209,Apple iPhone 11 Pro with FaceTime - 256GB,4G LTE,Silver,Single SIM & E-SIM,"4,698.99 SAR",apple
210,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Black,,,"4,599.00 SAR",samsung
211,Samsung Galaxy S20 Ultra Dual SIM - 128GB,5G - Grey,,,"4,599.00 SAR",samsung
212,Thuraya XT -Pro with Prepay SIM Card,,,,"4,280.00 SAR",thuraya
213,Cat S61 Dual Sim,64GB,Black,,"4,200.00 SAR",cat
214,Apple iPhone 7 Plus with FaceTime - 256GB,Gold,,,"4,100.00 SAR",apple
215,Apple iPhone Xs Without FaceTime - 64GB,Gold,,,"4,099.00 SAR",apple
216,Apple iPhone Xs Max Dual SIM With FaceTime - 64GB,Space Gray,,,"3,999.00 SAR",apple
217,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura White,,"3,899.00 SAR",samsung
218,Sony Xperia 1 Dual SIM - 128GB,4G LTE,Black,,"3,699.00 SAR",sony
219,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Glow,,"3,698.99 SAR",samsung
220,Samsung Galaxy Note 10 Plus - 256GB,5G,Blue,,"3,698.99 SAR",samsung
221,Samsung Galaxy Note 10 Plus - 256GB,5G,Aura Black,,"3,698.99 SAR",samsung
222,Apple iPhone 11 with FaceTime - 256GB,4G LTE,White,Single SIM & E-SIM,"3,686.98 SAR",apple
223,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Red,Single SIM & E-SIM,"3,686.98 SAR",apple
224,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Green,Single SIM & E-SIM,"3,660.49 SAR",apple
225,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Black,Single SIM & E-SIM,"3,650.99 SAR",apple
226,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Black,,,"3,624.98 SAR",samsung
227,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Grey,,,"3,617.97 SAR",samsung
228,Samsung Galaxy S20 Plus Dual SIM - 128GB,5G - Light Blue,,,"3,617.97 SAR",samsung
229,Apple Iphone XR With Face Time - 64 GB,White,3 GB Ram,Single Sim & E-Sim,"3,599.00 SAR",apple
230,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Purple,Single SIM & E-SIM,"3,595.00 SAR",apple
231,Huawei Mate 20 Pro Dual Sim - 128 GB,Emerald Green,6 GB Ram,,"3,550.00 SAR",huawei
232,Apple iPhone 7 Plus with FaceTime - 128GB,Jet Black,,,"3,499.00 SAR",apple
233,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Black,,,"3,499.00 SAR",huawei
234,Apple iPhone 8 Plus without FaceTime - 64GB,Gold,,,"3,499.00 SAR",apple
235,Huawei P40 Pro Single SIM and E-SIM - 256GB,5G - Silver Frost,,,"3,499.00 SAR",huawei
236,Apple iPhone XR without Face Time - 64GB,White ,,,"3,498.00 SAR",apple
237,Samsung Galaxy S10 Plus Dual Sim - 1Tb,4G LTE,Ceramic White,Sm-G975FcwhXSg,"3,489.00 SAR",samsung
238,Apple iPhone 11 with FaceTime - 256GB,4G LTE,Yellow,Single SIM & E-SIM,"3,487.97 SAR",apple
239,Samsung Galaxy S20 Plus Dual SIM - 128GB,4G LTE - Light Blue,,,"3,398.98 SAR",samsung
240,Mione K1 ROM 3GB RAM 32GB 5.99 Inch display 4G - Black,,,,"227,599.00 SAR",mione
241,Porsche design Huawei Mate 20 RS Dual SIM - 512GB,4G LTE,Red,,"8,500.00 SAR",huawei
242,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Silver,,"7,587.00 SAR",samsung
243,Samsung Galaxy Fold Dual SIM - 512GB,4G LTE,Black,,"7,099.00 SAR",samsung
244,Blackberry P'9981 Porsche Design - 8GB,Black,,,"6,550.00 SAR",blackberry
245,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"6,163.49 SAR",apple
246,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Silver,Single SIM & E-SIM,"6,098.98 SAR",apple
247,Apple Iphone XS Max With Facetime - 512 GB,Silver,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
248,Apple Iphone XS Max With Facetime - 512 GB,Space Grey,4 GB Ram,Single Sim & E-Sim,"5,999.00 SAR",apple
249,Google Glass Explorer Edition XE-C,,,,"5,950.00 SAR",g-plus
250,Huawei Mate 9 Porsche Design Dual Sim - 256GB,4G LTE,Black,,"5,900.00 SAR",huawei
251,Apple iPhone 11 Pro with FaceTime - 512GB,4G LTE,Space Gray,Single SIM & E-SIM,"5,820.99 SAR",apple
252,Apple iPhone 11 Pro Max with FaceTime - 512GB,4G LTE,Gold,Single SIM & E-SIM,"5,810.96 SAR",apple
